entry_id,booked_on,kind,order_ref,expected_amount_inr,memo
INV-DCREWI7X,2026-03-19,receivable,order_dcrewi7xb4yhny,487.22,INV INV-DCREWI7X domestic sale
INV-G3025QP2,2026-03-19,receivable,,"1,04,514.36",INV INV-G3025QP2 domestic sale
INV-GLDYLKK7,2026-03-19,receivable,,"8,571.57",INV INV-GLDYLKK7 USD 106.00 @ 82.8184
INV-H0CKQK2Z,2026-03-19,receivable,,"7,810.22",INV INV-H0CKQK2Z domestic sale
INV-HJ4JGA7I,2026-03-19,receivable,order_hj4jga7ii5o15e,"17,573.25",INV INV-HJ4JGA7I domestic sale
INV-I5MPLWQF,2026-03-19,receivable,order_i5mplwqfvekp41,"7,810.22",INV INV-I5MPLWQF domestic sale
INV-I8GH9EBO,2026-03-19,receivable,order_i8gh9eboux56a2,"10,397.20",INV INV-I8GH9EBO domestic sale
INV-II8ZLARY,2026-03-19,receivable,,"4,880.05",INV INV-II8ZLARY domestic sale
INV-IW1NQXIW,2026-03-19,receivable,,"26,042.10",INV INV-IW1NQXIW domestic sale
INV-MJNYI8CK,2026-03-19,receivable,order_mjnyi8ck0xlkzn,"6,589.24",INV INV-MJNYI8CK domestic sale
INV-NHM34NI9,2026-03-19,receivable,,"1,951.82",INV INV-NHM34NI9 domestic sale
INV-P2IYJR2Q,2026-03-19,receivable,order_p2iyjr2qhkhdjr,"1,268.34",INV INV-P2IYJR2Q domestic sale
INV-PF8FAO3C,2026-03-19,receivable,order_pf8fao3csey95u,487.22,INV INV-PF8FAO3C domestic sale
INV-QS3EAI5C,2026-03-19,receivable,,"9,763.02",INV INV-QS3EAI5C domestic sale
INV-RX20F9AH,2026-03-19,receivable,,"4,050.60",INV INV-RX20F9AH domestic sale
INV-SA19PVD2,2026-03-19,receivable,,"1,463.62",INV INV-SA19PVD2 domestic sale
INV-SMNL3KLI,2026-03-19,receivable,order_smnl3kli6svvip,"4,881.02",INV INV-SMNL3KLI domestic sale
INV-SUUOTACP,2026-03-19,receivable,order_suuotacpi1i3id,"1,755.57",INV INV-SUUOTACP domestic sale
INV-T48C848I,2026-03-19,receivable,order_t48c848iczaj8h,"5,857.42",INV INV-T48C848I domestic sale
INV-VQV552KR,2026-03-19,receivable,order_vqv552kre4zo4y,"7,809.25",INV INV-VQV552KR domestic sale
INV-VR1UEPPP,2026-03-19,receivable,,"4,881.02",INV INV-VR1UEPPP domestic sale
INV-W33QKTE4,2026-03-19,receivable,order_w33qkte4m4jnjp,"9,763.02",INV INV-W33QKTE4 domestic sale
INV-X8BW0CT3,2026-03-19,receivable,,"8,786.14",INV INV-X8BW0CT3 domestic sale
INV-Z7UMJIDK,2026-03-19,receivable,order_z7umjidkl3assf,"3,220.17",INV INV-Z7UMJIDK domestic sale
INV-ZD9DPH9Q,2026-03-19,receivable,,"5,857.42",INV INV-ZD9DPH9Q domestic sale
TDS-0A378JCO,2026-03-19,tds,,-53.98,Withholding accrual @ 1.00% on batch 378jco
TDS-68D1CXOH,2026-03-19,tds,,-29.99,Withholding accrual @ 1.00% on batch d1cxoh
TDS-L09O7L0L,2026-03-19,tds,,-12.99,Withholding accrual @ 1.00% on batch 9o7l0l
CRN-3CRYXZTB,2026-03-20,refund,,"-1,299.00",Credit note against INV-608GYNFE
CRN-4PSQJ3RT,2026-03-20,refund,,"-3,499.00",Credit note against INV-B78A5DWG
CRN-91M60KSH,2026-03-20,refund,,-499.00,Credit note against INV-ZVM7JQEU
CRN-ASU3N6M5,2026-03-20,refund,,"-6,498.00",Credit note against INV-01P13Y38
CRN-E2CHX66W,2026-03-20,refund,,"-5,499.25",Credit note against INV-04YXCAIM
INV-19X0EXK7,2026-03-20,receivable,,"1,951.82",INV INV-19X0EXK7 domestic sale
INV-1SL91Y4Z,2026-03-20,receivable,order_1sl91y4zn86yps,"10,700.92",INV INV-1SL91Y4Z USD 131.00 @ 83.6608
INV-3DVGDSYJ,2026-03-20,receivable,order_3dvgdsyjmn8qdj,780.14,INV INV-3DVGDSYJ domestic sale
INV-3JCASU19,2026-03-20,receivable,order_3jcasu19f6zrfq,"9,078.57",INV INV-3JCASU19 domestic sale
INV-3Q8I2N54,2026-03-20,receivable,,"7,810.22",INV INV-3Q8I2N54 domestic sale
INV-3RL9F80G,2026-03-20,receivable,order_3rl9f80g5bz817,"3,416.42",INV INV-3RL9F80G domestic sale
INV-4DQIP96A,2026-03-20,receivable,order_4dqip96ailoxpm,"4,148.24",INV INV-4DQIP96A domestic sale
INV-4KFEL3GU,2026-03-20,receivable,,487.22,INV INV-4KFEL3GU domestic sale
INV-5VZ9YBL1,2026-03-20,receivable,,"4,392.34",INV INV-5VZ9YBL1 domestic sale
INV-6QLPSGXO,2026-03-20,receivable,,"4,881.02",INV INV-6QLPSGXO domestic sale
INV-7EZ56VVR,2026-03-20,receivable,order_7ez56vvriwdoqe,975.42,INV INV-7EZ56VVR domestic sale
INV-7GJSCKTR,2026-03-20,receivable,,"1,756.06",INV INV-7GJSCKTR domestic sale
INV-8YZ74LG6,2026-03-20,receivable,,"4,392.82",INV INV-8YZ74LG6 domestic sale
INV-AFO9SO7V,2026-03-20,receivable,,"3,171.84",INV INV-AFO9SO7V domestic sale
INV-APBIZM8D,2026-03-20,receivable,,"2,439.05",INV INV-APBIZM8D domestic sale
INV-CKKPSEYB,2026-03-20,receivable,order_ckkpseybjval30,975.42,INV INV-CKKPSEYB domestic sale
INV-CKVU4GQ2,2026-03-20,receivable,order_ckvu4gq2hotvy9,"9,691.61",INV INV-CKVU4GQ2 domestic sale
INV-DLZ7XX72,2026-03-20,receivable,,487.22,INV INV-DLZ7XX72 domestic sale
INV-DO3876AZ,2026-03-20,receivable,order_do3876az5usn3h,"10,250.25",INV INV-DO3876AZ domestic sale
INV-E20ZU84J,2026-03-20,receivable,,"2,928.22",INV INV-E20ZU84J domestic sale
INV-E8N0E2JN,2026-03-20,receivable,,730.84,INV INV-E8N0E2JN domestic sale
INV-EE1C9KV4,2026-03-20,receivable,,487.22,INV INV-EE1C9KV4 domestic sale
INV-ESS48W8S,2026-03-20,receivable,,"2,440.02",INV INV-ESS48W8S domestic sale
INV-EVUZ0B6C,2026-03-20,receivable,order_evuz0b6cd88sai,"7,810.22",INV INV-EVUZ0B6C domestic sale
INV-G0B3JX9V,2026-03-20,receivable,order_g0b3jx9vxlabfw,"1,951.82",INV INV-G0B3JX9V domestic sale
INV-GOVPADZE,2026-03-20,receivable,order_govpadzej355ga,"7,810.22",INV INV-GOVPADZE domestic sale
INV-HWL1U3D4,2026-03-20,receivable,order_hwl1u3d4swizoz,"2,927.25",INV INV-HWL1U3D4 domestic sale
INV-IWMLUH2H,2026-03-20,receivable,order_iwmluh2h43tb2b,"9,518.44",INV INV-IWMLUH2H domestic sale
INV-JJPSRDE8,2026-03-20,receivable,,"7,321.54",INV INV-JJPSRDE8 domestic sale
INV-KE69W3PJ,2026-03-20,receivable,order_ke69w3pjsat2l7,"1,756.06",INV INV-KE69W3PJ domestic sale
INV-L49G28Y6,2026-03-20,receivable,,780.14,INV INV-L49G28Y6 domestic sale
INV-LKDBGBAL,2026-03-20,receivable,,487.22,INV INV-LKDBGBAL domestic sale
INV-MI3NZTIK,2026-03-20,receivable,order_mi3nztiky57fjd,780.14,INV INV-MI3NZTIK domestic sale
INV-MRH41YYZ,2026-03-20,receivable,order_mrh41yyzgw9j48,"1,951.82",INV INV-MRH41YYZ domestic sale
INV-MW7OPKTX,2026-03-20,receivable,order_mw7opktx08fn42,487.22,INV INV-MW7OPKTX domestic sale
INV-NDCSUQ9O,2026-03-20,receivable,order_ndcsuq9ompg7vt,"4,881.02",INV INV-NDCSUQ9O domestic sale
INV-NJ3XK0G2,2026-03-20,receivable,order_nj3xk0g2v1w9zq,"5,857.42",INV INV-NJ3XK0G2 domestic sale
INV-OD8LWSA0,2026-03-20,receivable,order_od8lwsa075inwv,"7,321.54",INV INV-OD8LWSA0 domestic sale
INV-OEK69N1K,2026-03-20,receivable,,"7,810.22",INV INV-OEK69N1K domestic sale
INV-QBIMXGRJ,2026-03-20,receivable,order_qbimxgrjuys1wd,"1,463.62",INV INV-QBIMXGRJ domestic sale
INV-SES7RQMW,2026-03-20,receivable,order_ses7rqmw8vmytv,"2,731.97",INV INV-SES7RQMW domestic sale
INV-SR4JKOXF,2026-03-20,receivable,order_sr4jkoxf9s0oan,"7,321.05",INV INV-SR4JKOXF domestic sale
INV-T2W5GPGL,2026-03-20,receivable,order_t2w5gpglarrqfb,"1,268.34",INV INV-T2W5GPGL domestic sale
INV-U1WANEYN,2026-03-20,receivable,,"2,440.02",INV INV-U1WANEYN domestic sale
INV-UHB44VH4,2026-03-20,receivable,,"4,880.54",INV INV-UHB44VH4 domestic sale
INV-UUUALQT6,2026-03-20,receivable,,"1,463.62",INV INV-UUUALQT6 domestic sale
INV-UUY4B45Z,2026-03-20,receivable,,974.94,INV INV-UUY4B45Z domestic sale
INV-V2C7RA9O,2026-03-20,receivable,,975.42,INV INV-V2C7RA9O domestic sale
INV-VFGCZ8OM,2026-03-20,receivable,order_vfgcz8ompmyof5,"1,463.62",INV INV-VFGCZ8OM domestic sale
INV-VHCHHAA3,2026-03-20,receivable,,"3,904.14",INV INV-VHCHHAA3 domestic sale
INV-YSOZX70N,2026-03-20,receivable,,"11,226.65",INV INV-YSOZX70N domestic sale
TDS-9OQOUKSU,2026-03-20,tds,,-940.53,Withholding accrual @ 1.00% on batch qouksu
INV-03R4GMS0,2026-03-21,receivable,,"5,857.42",INV INV-03R4GMS0 domestic sale
INV-1804Z8Q1,2026-03-21,receivable,,"5,857.42",INV INV-1804Z8Q1 domestic sale
INV-3TKGOPPJ,2026-03-21,receivable,order_3tkgoppjrudxzh,"1,951.82",INV INV-3TKGOPPJ domestic sale
INV-700NS52J,2026-03-21,receivable,order_700ns52j04ygwu,"1,951.82",INV INV-700NS52J domestic sale
INV-8DJB2JEP,2026-03-21,receivable,order_8djb2jep63jf7u,780.14,INV INV-8DJB2JEP domestic sale
INV-A09WNL38,2026-03-21,receivable,order_a09wnl38nh9ppl,"1,463.62",INV INV-A09WNL38 domestic sale
INV-BN1ELKD8,2026-03-21,receivable,,780.14,INV INV-BN1ELKD8 domestic sale
INV-F1ZU08IY,2026-03-21,receivable,order_f1zu08iy3j6l8u,"4,392.82",INV INV-F1ZU08IY domestic sale
INV-FCSVYGU8,2026-03-21,receivable,,"2,927.74",INV INV-FCSVYGU8 domestic sale
INV-GDJ8LKSB,2026-03-21,receivable,,"3,416.42",INV INV-GDJ8LKSB domestic sale
INV-H4N4IXVU,2026-03-21,receivable,order_h4n4ixvukj7a4n,"3,416.42",INV INV-H4N4IXVU domestic sale
INV-I3K1GT6X,2026-03-21,receivable,order_i3k1gt6xszupv3,"4,881.02",INV INV-I3K1GT6X domestic sale
INV-IPQS02ZP,2026-03-21,receivable,,"1,951.82",INV INV-IPQS02ZP domestic sale
INV-KEWQNRZ5,2026-03-21,receivable,order_kewqnrz5ttk3bj,"5,856.45",INV INV-KEWQNRZ5 domestic sale
INV-NTYLNZRP,2026-03-21,receivable,order_ntylnzrpueqkgs,"4,392.82",INV INV-NTYLNZRP domestic sale
INV-QVH4PSRA,2026-03-21,receivable,order_qvh4psra556uol,"4,392.82",INV INV-QVH4PSRA domestic sale
INV-TZUNTJJU,2026-03-21,receivable,,"10,250.74",INV INV-TZUNTJJU domestic sale
INV-WCSY9Z68,2026-03-21,receivable,order_wcsy9z68n1vn4y,"1,951.82",INV INV-WCSY9Z68 domestic sale
INV-WGVW431V,2026-03-21,receivable,order_wgvw431vb6xvnd,"1,951.82",INV INV-WGVW431V domestic sale
INV-WL1UYE3R,2026-03-21,receivable,order_wl1uye3rzi3xo2,"1,463.62",INV INV-WL1UYE3R domestic sale
INV-WQMAHGDB,2026-03-21,receivable,,"5,857.42",INV INV-WQMAHGDB domestic sale
INV-0U7DOIXB,2026-03-22,receivable,order_0u7doixb5rl9di,"2,440.02",INV INV-0U7DOIXB domestic sale
INV-3A3K8LFY,2026-03-22,receivable,,"5,124.64",INV INV-3A3K8LFY domestic sale
INV-4HERJUQ0,2026-03-22,receivable,order_4herjuq07n0zf1,"27,742.43",INV INV-4HERJUQ0 domestic sale
INV-8JEXB592,2026-03-22,receivable,,"1,268.34",INV INV-8JEXB592 domestic sale
INV-BI7HY7W7,2026-03-22,receivable,order_bi7hy7w7jfa1d9,"1,268.34",INV INV-BI7HY7W7 domestic sale
INV-DUS1YABN,2026-03-22,receivable,order_dus1yabnmnj8wx,487.22,INV INV-DUS1YABN domestic sale
INV-JJPSQDAM,2026-03-22,receivable,order_jjpsqdamz0ijsg,"30,130.87",INV INV-JJPSQDAM domestic sale
INV-LF3OMQ06,2026-03-22,receivable,order_lf3omq0661gnah,"3,416.42",INV INV-LF3OMQ06 domestic sale
INV-PXYKY6QO,2026-03-22,receivable,,"1,755.57",INV INV-PXYKY6QO domestic sale
INV-U6TBNSE8,2026-03-22,receivable,,"4,881.02",INV INV-U6TBNSE8 domestic sale
INV-X1I29FIC,2026-03-22,receivable,order_x1i29fic40h4b9,"3,220.17",INV INV-X1I29FIC domestic sale
INV-Z26A45TQ,2026-03-22,receivable,order_z26a45tqkluj8t,"4,636.44",INV INV-Z26A45TQ domestic sale
CRN-9PNAJOGM,2026-03-23,refund,,-399.50,Credit note against INV-Q16PZF8C
CRN-KQL5136O,2026-03-23,refund,,"-13,998.00",Credit note against INV-MI0WOALZ
INV-032VP325,2026-03-23,receivable,,"7,831.42",INV INV-032VP325 USD 97.00 @ 82.6876
INV-07HA76DQ,2026-03-23,receivable,,"3,416.42",INV INV-07HA76DQ domestic sale
INV-1J44MVU9,2026-03-23,receivable,order_1j44mvu9c1nhgn,"9,762.05",INV INV-1J44MVU9 domestic sale
INV-6EKSM1QO,2026-03-23,receivable,order_6eksm1qooxxom6,"26,085.90",INV INV-6EKSM1QO domestic sale
INV-6J3FS7HJ,2026-03-23,receivable,order_6j3fs7hjslbgf7,"2,244.26",INV INV-6J3FS7HJ domestic sale
INV-71TMDFMR,2026-03-23,receivable,,"4,881.02",INV INV-71TMDFMR domestic sale
INV-7QS2H0M3,2026-03-23,receivable,,975.42,INV INV-7QS2H0M3 domestic sale
INV-84X6LN5P,2026-03-23,receivable,,"9,763.02",INV INV-84X6LN5P domestic sale
INV-9NMJI55U,2026-03-23,receivable,,"1,463.62",INV INV-9NMJI55U domestic sale
INV-A0Q14KVP,2026-03-23,receivable,order_a0q14kvpvyar6m,"5,857.42",INV INV-A0Q14KVP domestic sale
INV-A12XOO7P,2026-03-23,receivable,order_a12xoo7pfedun1,"2,683.64",INV INV-A12XOO7P domestic sale
INV-AA06MDD3,2026-03-23,receivable,order_aa06mdd3tcn0dj,"10,250.25",INV INV-AA06MDD3 domestic sale
INV-CA456C1G,2026-03-23,receivable,order_ca456c1gmh433n,"4,392.82",INV INV-CA456C1G domestic sale
INV-DHAJW6DJ,2026-03-23,receivable,order_dhajw6dj6vocch,"1,268.34",INV INV-DHAJW6DJ domestic sale
INV-E5RQYT9E,2026-03-23,receivable,,"7,810.22",INV INV-E5RQYT9E domestic sale
INV-FDI45VLL,2026-03-23,receivable,,"2,731.97",INV INV-FDI45VLL domestic sale
INV-FRXDRGVM,2026-03-23,receivable,,"8,297.45",INV INV-FRXDRGVM domestic sale
INV-G1YBQ7SD,2026-03-23,receivable,order_g1ybq7sdccl1v6,"1,463.62",INV INV-G1YBQ7SD domestic sale
INV-GAWC649E,2026-03-23,receivable,order_gawc649epczedh,"7,810.22",INV INV-GAWC649E domestic sale
INV-GFOAMSJS,2026-03-23,receivable,,"1,951.82",INV INV-GFOAMSJS domestic sale
INV-GJTLNRFT,2026-03-23,receivable,order_gjtlnrftapvsas,"2,440.02",INV INV-GJTLNRFT domestic sale
INV-GTBOH4TR,2026-03-23,receivable,order_gtboh4trqa48au,"1,951.34",INV INV-GTBOH4TR domestic sale
INV-GWNFZA5H,2026-03-23,receivable,,"1,463.62",INV INV-GWNFZA5H domestic sale
INV-IG2CKRMQ,2026-03-23,receivable,,"9,979.09",INV INV-IG2CKRMQ USD 124.00 @ 82.4217
INV-JZPLEVZ1,2026-03-23,receivable,order_jzplevz1fhwe57,"4,392.82",INV INV-JZPLEVZ1 domestic sale
INV-KHWYM6CF,2026-03-23,receivable,order_khwym6cf0lnpq6,"1,268.34",INV INV-KHWYM6CF domestic sale
INV-KIX604K3,2026-03-23,receivable,,"3,171.84",INV INV-KIX604K3 domestic sale
INV-L89D8TOE,2026-03-23,receivable,order_l89d8toe0nznrn,"4,881.02",INV INV-L89D8TOE domestic sale
INV-L9F0XB46,2026-03-23,receivable,order_l9f0xb46w03fss,"7,810.22",INV INV-L9F0XB46 domestic sale
INV-LGHCPF6X,2026-03-23,receivable,order_lghcpf6xtaazy6,"1,462.65",INV INV-LGHCPF6X domestic sale
INV-M4IXA3QQ,2026-03-23,receivable,order_m4ixa3qqrniywb,"3,416.42",INV INV-M4IXA3QQ domestic sale
INV-MPJ42XXK,2026-03-23,receivable,,"7,810.22",INV INV-MPJ42XXK domestic sale
INV-NB5FGLZP,2026-03-23,receivable,order_nb5fglzpof10w6,"1,463.62",INV INV-NB5FGLZP domestic sale
INV-P2NP3QST,2026-03-23,receivable,,"1,609.60",INV INV-P2NP3QST domestic sale
INV-P9TOSE1Y,2026-03-23,receivable,order_p9tose1yd401bz,"5,857.42",INV INV-P9TOSE1Y domestic sale
INV-Q5T21K8B,2026-03-23,receivable,,"1,951.82",INV INV-Q5T21K8B domestic sale
INV-R1FHOEDX,2026-03-23,receivable,order_r1fhoedxm2t6km,"1,951.82",INV INV-R1FHOEDX domestic sale
INV-SQ4LIN30,2026-03-23,receivable,order_sq4lin30g39m2y,"4,881.02",INV INV-SQ4LIN30 domestic sale
INV-TKD1429M,2026-03-23,receivable,order_tkd1429mayxmw8,"2,928.22",INV INV-TKD1429M domestic sale
INV-TWM5TU5D,2026-03-23,receivable,,"6,345.14",INV INV-TWM5TU5D domestic sale
INV-UBTSVK9X,2026-03-23,receivable,,"8,786.14",INV INV-UBTSVK9X domestic sale
INV-ULGK6R8A,2026-03-23,receivable,order_ulgk6r8ag7duge,"4,391.85",INV INV-ULGK6R8A domestic sale
INV-URXQMTN3,2026-03-23,receivable,,"3,416.42",INV INV-URXQMTN3 domestic sale
INV-VS697W2Z,2026-03-23,receivable,order_vs697w2zorp6ol,"1,951.82",INV INV-VS697W2Z domestic sale
INV-WTR7HU9S,2026-03-23,receivable,,"5,857.42",INV INV-WTR7HU9S domestic sale
INV-XE5TW4I0,2026-03-23,receivable,order_xe5tw4i0yfut7m,"4,392.82",INV INV-XE5TW4I0 domestic sale
INV-XTP67R7F,2026-03-23,receivable,order_xtp67r7fvzohdh,"4,881.02",INV INV-XTP67R7F domestic sale
INV-YGQ87WK1,2026-03-23,receivable,order_ygq87wk192y9k3,"5,368.74",INV INV-YGQ87WK1 domestic sale
INV-ZQ5H46VG,2026-03-23,receivable,,"1,268.34",INV INV-ZQ5H46VG domestic sale
TDS-OE17EHWH,2026-03-23,tds,,-72.97,Withholding accrual @ 1.00% on batch 17ehwh
TDS-Y95C38X9,2026-03-23,tds,,-64.98,Withholding accrual @ 1.00% on batch 5c38x9
CRN-2HLWI7DP,2026-03-24,refund,,"-3,749.50",Credit note against INV-8SWTRMLL
CRN-4K7J5NLE,2026-03-24,refund,,"-1,999.75",Credit note against INV-T4BH0O2B
CRN-8U04AYE5,2026-03-24,refund,,"-1,124.75",Credit note against INV-SW5HJIOQ
CRN-B1WF53M1,2026-03-24,refund,,"-1,299.00",Credit note against INV-DHAJW6DJ
CRN-GRFXV7TX,2026-03-24,refund,,"-1,999.75",Credit note against INV-GAWC649E
CRN-V0TJ4413,2026-03-24,refund,,"-2,999.50",Credit note against INV-QHXB3UA9
INV-1TN5P9ED,2026-03-24,receivable,order_1tn5p9edz5bm0z,"4,881.02",INV INV-1TN5P9ED domestic sale
INV-28IZ8TMQ,2026-03-24,receivable,order_28iz8tmqicmbop,"2,928.22",INV INV-28IZ8TMQ domestic sale
INV-3Q6RJFRB,2026-03-24,receivable,order_3q6rjfrbf5u5fr,"15,620.45",INV INV-3Q6RJFRB domestic sale
INV-45OE1G1O,2026-03-24,receivable,,780.14,INV INV-45OE1G1O domestic sale
INV-5LDFHEL8,2026-03-24,receivable,order_5ldfhel8no1cd5,"2,928.22",INV INV-5LDFHEL8 domestic sale
INV-6ACGTKNX,2026-03-24,receivable,,"4,881.02",INV INV-6ACGTKNX domestic sale
INV-6RG1VFST,2026-03-24,receivable,,"5,857.42",INV INV-6RG1VFST domestic sale
INV-78CMI362,2026-03-24,receivable,order_78cmi3625u6kd0,"4,392.82",INV INV-78CMI362 domestic sale
INV-7PJNG22L,2026-03-24,receivable,,"3,430.35",INV INV-7PJNG22L USD 42.00 @ 83.6494
INV-A4SX56LA,2026-03-24,receivable,,"1,463.62",INV INV-A4SX56LA domestic sale
INV-A82UIGWS,2026-03-24,receivable,,"4,392.82",INV INV-A82UIGWS domestic sale
INV-BDI4I52P,2026-03-24,receivable,order_bdi4i52pgd6cue,"3,416.42",INV INV-BDI4I52P domestic sale
INV-BFJT3VPI,2026-03-24,receivable,order_bfjt3vpi91mb9j,"4,392.82",INV INV-BFJT3VPI domestic sale
INV-C7W2D4C5,2026-03-24,receivable,,"7,321.05",INV INV-C7W2D4C5 domestic sale
INV-CLGXKM7S,2026-03-24,receivable,order_clgxkm7s8ws3h6,"10,738.94",INV INV-CLGXKM7S domestic sale
INV-CR51T04R,2026-03-24,receivable,order_cr51t04r7ecoc6,"4,392.82",INV INV-CR51T04R domestic sale
INV-DM72L3AT,2026-03-24,receivable,,"10,081.65",INV INV-DM72L3AT domestic sale
INV-HXTOOIOB,2026-03-24,receivable,order_hxtooiobciaihm,"3,416.42",INV INV-HXTOOIOB domestic sale
INV-I4F3VRTN,2026-03-24,receivable,order_i4f3vrtnjujo69,"69,068.48",INV INV-I4F3VRTN domestic sale
INV-IESGYSI6,2026-03-24,receivable,order_iesgysi6t22jik,"3,903.65",INV INV-IESGYSI6 domestic sale
INV-KCTXIBRB,2026-03-24,receivable,,975.42,INV INV-KCTXIBRB domestic sale
INV-L0RWIWON,2026-03-24,receivable,,"1,951.82",INV INV-L0RWIWON domestic sale
INV-LGWHJCWY,2026-03-24,receivable,,"9,763.02",INV INV-LGWHJCWY domestic sale
INV-LK93G77X,2026-03-24,receivable,order_lk93g77xjcn3m3,"2,928.22",INV INV-LK93G77X domestic sale
INV-LLCI5T1O,2026-03-24,receivable,order_llci5t1o1msn0b,"1,463.62",INV INV-LLCI5T1O domestic sale
INV-NGND6P9D,2026-03-24,receivable,order_ngnd6p9dqvnzjb,"4,881.02",INV INV-NGND6P9D domestic sale
INV-PC7E5BXF,2026-03-24,receivable,,"4,391.85",INV INV-PC7E5BXF domestic sale
INV-PCGJPIMC,2026-03-24,receivable,,"5,406.43",INV INV-PCGJPIMC USD 67.00 @ 82.6434
INV-PE7FLWKN,2026-03-24,receivable,order_pe7flwkn1xs39t,"2,439.54",INV INV-PE7FLWKN domestic sale
INV-QSI6PO05,2026-03-24,receivable,,"2,440.02",INV INV-QSI6PO05 domestic sale
INV-R261WHW4,2026-03-24,receivable,order_r261whw42dzmf8,487.22,INV INV-R261WHW4 domestic sale
INV-RAFICDHS,2026-03-24,receivable,order_raficdhse3pji4,"7,810.22",INV INV-RAFICDHS domestic sale
INV-SD266A4U,2026-03-24,receivable,,975.42,INV INV-SD266A4U domestic sale
INV-SMKX8DO1,2026-03-24,receivable,order_smkx8do1exiu9b,"2,440.02",INV INV-SMKX8DO1 domestic sale
INV-SP5AABPT,2026-03-24,receivable,,780.14,INV INV-SP5AABPT domestic sale
INV-SVXA09NK,2026-03-24,receivable,,"5,857.42",INV INV-SVXA09NK domestic sale
INV-V4D600U6,2026-03-24,receivable,order_v4d600u6ylpkaw,"1,268.34",INV INV-V4D600U6 domestic sale
INV-VF4RJ7C7,2026-03-24,receivable,,"4,881.02",INV INV-VF4RJ7C7 domestic sale
INV-W4KRG69O,2026-03-24,receivable,order_w4krg69oak6gfo,"4,881.02",INV INV-W4KRG69O domestic sale
INV-YX5XVIGE,2026-03-24,receivable,,"5,857.42",INV INV-YX5XVIGE domestic sale
INV-ZYCGCK40,2026-03-24,receivable,order_zycgck40dc1sgs,"2,928.22",INV INV-ZYCGCK40 domestic sale
TDS-KTQMFQJC,2026-03-24,tds,,-74.98,Withholding accrual @ 1.00% on batch qmfqjc
TDS-TLPYQNF4,2026-03-24,tds,,-74.97,Withholding accrual @ 1.00% on batch pyqnf4
TDS-W6YZ9HCE,2026-03-24,tds,,-19.99,Withholding accrual @ 1.00% on batch yz9hce
INV-1GM329EH,2026-03-25,receivable,order_1gm329ehd00x2s,975.42,INV INV-1GM329EH domestic sale
INV-1PQARN33,2026-03-25,receivable,,"4,391.85",INV INV-1PQARN33 domestic sale
INV-1XLVH44V,2026-03-25,receivable,order_1xlvh44v0dilac,"1,219.04",INV INV-1XLVH44V domestic sale
INV-1ZISQO6S,2026-03-25,receivable,order_1zisqo6s5yhoqv,"82,973.73",INV INV-1ZISQO6S domestic sale
INV-2OODWCCH,2026-03-25,receivable,order_2oodwcchfmbafd,"9,731.86",INV INV-2OODWCCH USD 121.00 @ 82.3726
INV-3CPTNGVE,2026-03-25,receivable,,"2,440.02",INV INV-3CPTNGVE domestic sale
INV-8NJVOH9G,2026-03-25,receivable,order_8njvoh9gdo32qo,"1,268.34",INV INV-8NJVOH9G domestic sale
INV-8VKQZ0EG,2026-03-25,receivable,order_8vkqz0eg8d3mij,"5,857.42",INV INV-8VKQZ0EG domestic sale
INV-8WPB0NOD,2026-03-25,receivable,,"2,928.22",INV INV-8WPB0NOD domestic sale
INV-9565VMQ3,2026-03-25,receivable,,"2,936.17",INV INV-9565VMQ3 USD 36.00 @ 83.5318
INV-9IBXY4DG,2026-03-25,receivable,order_9ibxy4dgrkefbp,"8,297.45",INV INV-9IBXY4DG domestic sale
INV-AI05T6DJ,2026-03-25,receivable,order_ai05t6dj32iup0,"4,392.34",INV INV-AI05T6DJ domestic sale
INV-BQ0UG9NC,2026-03-25,receivable,order_bq0ug9nch5t3tx,"1,463.62",INV INV-BQ0UG9NC domestic sale
INV-C4ZBPY25,2026-03-25,receivable,order_c4zbpy25e1nkaj,"2,440.02",INV INV-C4ZBPY25 domestic sale
INV-C5AJ7GS4,2026-03-25,receivable,order_c5aj7gs4qlh5tf,"1,951.82",INV INV-C5AJ7GS4 domestic sale
INV-DWZJ20MR,2026-03-25,receivable,order_dwzj20mrg7ubfy,"1,853.70",INV INV-DWZJ20MR domestic sale
INV-E393VVDU,2026-03-25,receivable,,"9,763.02",INV INV-E393VVDU domestic sale
INV-E86DFT91,2026-03-25,receivable,order_e86dft91f4br0p,"2,243.77",INV INV-E86DFT91 domestic sale
INV-EDS1NM7K,2026-03-25,receivable,,"7,810.22",INV INV-EDS1NM7K domestic sale
INV-EE0TA39D,2026-03-25,receivable,order_ee0ta39d2hu64m,"7,810.22",INV INV-EE0TA39D domestic sale
INV-HWAGGM0A,2026-03-25,receivable,,"17,399.12",INV INV-HWAGGM0A domestic sale
INV-I3BRD46B,2026-03-25,receivable,order_i3brd46bqqz0m7,"1,951.82",INV INV-I3BRD46B domestic sale
INV-IDIBM0Z4,2026-03-25,receivable,order_idibm0z4zjtp2s,780.14,INV INV-IDIBM0Z4 domestic sale
INV-IGG62IAC,2026-03-25,receivable,,974.45,INV INV-IGG62IAC domestic sale
INV-IH8NSSA1,2026-03-25,receivable,order_ih8nssa105mhm0,"6,345.14",INV INV-IH8NSSA1 domestic sale
INV-IMLNXTIP,2026-03-25,receivable,,"5,857.42",INV INV-IMLNXTIP domestic sale
